company_id,vendor_id,category_id,tax_id,name,slug,sku,barcode,short_description,description,cost_price,price,compare_price,has_variants,track_stock,weight,is_active,is_featured,meta_title,meta_desc,tax_rate
1,,,1,CEPILLO 2 HILERAS ROMAN PARA PULIDORA x UNIDAD,cepillo-2-hileras-roman-para-pulidora-x-unidad,407,,,,4000.0,6000,,0,1,,1,0,,,21.0
1,,,1,CERA CERVICAL OKI x 50gr,cera-cervical-oki-x-50gr,408,,,,37000.0,59200,,0,1,,1,0,,,21.0
1,,,1,CERA CROMO INDENTAL x 1/2Kg,cera-cromo-indental-x-12kg,409,,,,37000.0,59200,,0,1,,1,0,,,21.0
1,,,1,CERA ROSA EN LAMINAS INDENTAL CAJA x 1Kg,cera-rosa-en-laminas-indental-caja-x-1kg,410,,,,36100.0,57800,,0,1,,1,0,,,21.0
1,,,1,CERA ROSA EN LAMINAS INDENTAL x UNIDAD,cera-rosa-en-laminas-indental-x-unidad,411,,,,700.0,1100,,0,1,,1,0,,,21.0
1,,,1,CERA PARA INMERSION OKI x 30Gs,cera-para-inmersion-oki-x-30gs,412,,,,29700.0,47500,,0,1,,1,0,,,21.0
1,,,1,CERA PREFORMADA INDENTAL PLACA CERICA INF. O SUP. x UNIDAD,cera-preformada-indental-placa-cerica-inf-o-sup-x-unidad,413,,,,560.0,900,,0,1,,1,0,,,21.0
1,,,1,CERA REGULAR PARA FIJA OKI VARIOS COLORES x 50Gs ,cera-regular-para-fija-oki-varios-colores-x-50gs,414,,,,33000.0,52800,,0,1,,1,0,,,21.0
1,,,1,CIZALLA PARA CORTE YESO,cizalla-para-corte-yeso,415,,,,27500.0,38500,,0,1,,1,0,,,21.0
1,,,1,COMPRESA PAQUETE x 50 UNIDADES,compresa-paquete-x-50-unidades,416,,,,6000.0,8400,,0,1,,1,0,,,21.0
1,,,1,"CREMA SUPER BRILLO INDENTAL x 20Gs (POLIAMIDA, FLEXIBLE, ACRILICO, METAL)",crema-super-brillo-indental-x-20gs-poliamida-flexible-acrilico-metal,417,,,,19000.0,30400,,0,1,,1,0,,,21.0
1,,,1,DESMOLDANTE PARA INYECCION INDENTAL EN AEROSOL,desmoldante-para-inyeccion-indental-en-aerosol,418,,,,10100.0,1620,,0,1,,1,0,,,21.0
1,,,1,DESMOLDANTE SILICONADO PARA INYECCION DEFLEX EN AEROSOL x 290Gs,desmoldante-siliconado-para-inyeccion-deflex-en-aerosol-x-290gs,419,,,,5800.0,8700,,0,1,,1,0,,,21.0
1,,,1,"DISCO DE FIBRA SILICIO FLEXIBLE 22mm x 0,2mm",disco-de-fibra-silicio-flexible-22mm-x-02mm,420,,,,1900.0,3000,,0,1,,1,0,,,21.0
1,,,1,DOSIFICADOR AGUA-ALGINATO,dosificador-agua-alginato,421,,,,2200.0,3000,,0,1,,1,0,,,21.0
1,,,1,ESTUCHE BUCAL PLASTICO VARIOS COLORES,estuche-bucal-plastico-varios-colores,422,,,,1000.0,1600,,0,1,,1,0,,,21.0
1,,,1,FLAMEADOR ROMAN,flameador-roman,423,,,,4400.0,6500,,0,1,,1,0,,,21.0
1,,,1,FRESON CARBURO ,freson-carburo,424,,,,15500.0,24800,,0,1,,1,0,,,21.0
1,,,1,GELATINA PARA COLADO API SOBRE PARA 1Kg,gelatina-para-colado-api-sobre-para-1kg,425,,,,26800.0,42900,,0,1,,1,0,,,21.0
1,,,1,GLACE PARA PORCELANA INDENTAL MONO PASTA x 10gr ,glace-para-porcelana-indental-mono-pasta-x-10gr,426,,,,67000.0,107200,,0,1,,1,0,,,21.0
1,,,1,GUANTES LATEX DESCARTABLES CAJA x 100 Ud ,guantes-latex-descartables-caja-x-100-ud,427,,,,6200.0,8700,,0,1,,1,0,,,21.0
1,,,1,GUANTES NITRILO DESCARTABLES CAJA x 100 Ud ,guantes-nitrilo-descartables-caja-x-100-ud,428,,,,6200.0,8700,,0,1,,1,0,,,21.0
1,,,1,HORNO DE DESENCERADO COMPUTARIZADO TECNODENT H-21 E FURNACE USADO,horno-de-desencerado-computarizado-tecnodent-h-21-e-furnace-usado,430,,,,900000.0,1440000,,0,1,,1,0,,,21.0
1,,,1,INDENT-FLEX MATERIAL DE INYECCION INDENTAL x 1Kg,indent-flex-material-de-inyeccion-indental-x-1kg,431,,,,70900.0,99300,,0,1,,1,0,,,21.0
1,,,1,INDENT-FLEX MATERIAL DE INYECCION INDENTAL x 1/2Kg,indent-flex-material-de-inyeccion-indental-x-12kg,432,,,,40700.0,57000,,0,1,,1,0,,,21.0
1,,,1,INYECTORA COMPUTARIZADA INDENTAL PARA FLEXIBLE DE AIRE,inyectora-computarizada-indental-para-flexible-de-aire,433,,,,1225000.0,1960000,,0,1,,1,0,,,21.0
